ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.f64, SumSQ.f64, Count.u64, Min.f64, Max.f64, Sum.u32, SumSQ.u32, Min.u32, Max.u32
T09C15__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 84897350, 0, 0, 84897350, 84897350, 1, 1
T10_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 34254465, 0, 0, 46894465, 72174465, 1, 2
T10_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 84097249, 0, 0, 84097249, 84097249, 1, 1
T10_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
T10C00_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C00_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C00_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C00_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C00_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C00_acam, energyCAM, , Accumulator, 104921410000, 3, 562004348774.544556, 7400289957239.914062, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C00_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C00_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C00_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C00_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C00__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C01_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C01_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C01_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C01_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C01_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C01_acam, energyCAM, , Accumulator, 104921410000, 3, 560265707183.875000, 7386153885792.571289, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C01_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C01_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C01_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C01_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C01__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C02_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C02_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C02_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C02_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C02_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C02_acam, energyCAM, , Accumulator, 104921410000, 3, 560096386332.367554, 7388864556099.676758, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C02_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C02_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C02_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C02_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C02__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C03_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C03_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C03_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C03_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C03_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C03_acam, energyCAM, , Accumulator, 104921410000, 3, 560613391464.800781, 7390215874390.856445, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C03_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C03_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C03_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C03_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C03__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C04_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C04_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C04_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C04_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C04_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C04_acam, energyCAM, , Accumulator, 104921410000, 3, 558702789199.878906, 7380503076108.963867, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C04_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C04_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C04_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C04_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C04__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C05_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C05_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C05_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C05_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C05_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C05_acam, energyCAM, , Accumulator, 104921410000, 3, 560079687532.458740, 7386414209383.755859, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C05_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C05_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C05_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C05_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C05__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C06_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C06_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C06_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C06_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C06_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C06_acam, energyCAM, , Accumulator, 104921410000, 3, 559052739906.622681, 7385342281854.421875, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C06_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C06_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C06_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C06_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C06__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C07_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C07_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C07_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C07_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C07_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C07_acam, energyCAM, , Accumulator, 104921410000, 3, 561522897259.371094, 7397471516477.312500, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C07_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C07_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C07_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C07_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C07__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C08_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C08_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C08_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C08_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C08_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C08_acam, energyCAM, , Accumulator, 104921410000, 3, 558636301862.982788, 7378521423311.512695, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C08_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C08_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C08_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C08_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C08__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C09_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C09_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C09_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C09_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C09_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C09_acam, energyCAM, , Accumulator, 104921410000, 3, 556864505778.825806, 7370984073089.384766, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C09_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C09_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C09_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C09_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C09__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C10_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C10_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C10_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C10_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C10_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C10_acam, energyCAM, , Accumulator, 104921410000, 3, 559709540011.366699, 7386167443069.721680, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C10_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C10_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C10_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C10_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C10__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C11_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C11_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C11_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C11_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C11_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C11_acam, energyCAM, , Accumulator, 104921410000, 3, 558252953708.562622, 7379637655762.619141, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C11_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C11_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C11_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C11_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C11__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C12_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C12_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C12_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C12_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C12_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C12_acam, energyCAM, , Accumulator, 104921410000, 3, 562395375165.971191, 7400564311993.486328, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C12_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C12_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C12_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C12_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C12__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C13_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C13_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C13_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C13_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C13_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C13_acam, energyCAM, , Accumulator, 104921410000, 3, 560373534781.014526, 7390146240451.242188, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C13_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C13_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C13_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C13_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C13__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C14_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C14_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C14_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C14_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C14_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C14_acam, energyCAM, , Accumulator, 104921410000, 3, 558703405167.446045, 7378041622423.549805, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C14_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C14_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C14_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C14_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C14__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T10C15_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T10C15_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T10C15_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T10C15_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T10C15_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T10C15_acam, energyCAM, , Accumulator, 104921410000, 3, 559474897813.925049, 7385834019592.748047, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T10C15_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T10C15_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T10C15_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
T10C15_acam, energyREG, , Accumulator, 104921410000, 3, 37704603953.294334, 954121863925148942336.000000, 812120001, 8.170000, 30888863104.000000, 0, 0, 0, 0
T10C15__mpe, activeCycle, , Accumulator, 104921410000, 3, 0, 0, 4760000, 0, 0, 4760000, 4760000, 1, 1
T11_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T11_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 84897350, 0, 0, 84897350, 84897350, 1, 1
T11_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 34254465, 0, 0, 46894465, 72174465, 1, 2
T11_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 84097249, 0, 0, 84097249, 84097249, 1, 1
T11_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
T11C00_ctrl, activeCycleF, , Accumulator, 104921410000, 3, 0, 0, 104921410, 0, 0, 104921410, 104921410, 1, 1
T11C00_ctrl, activeCycleD, , Accumulator, 104921410000, 3, 0, 0, 103272249, 0, 0, 103272249, 103272249, 1, 1
T11C00_ctrl, activeCycleM, , Accumulator, 104921410000, 3, 0, 0, 17529665, 0, 0, 17529665, 17529665, 1, 1
T11C00_ctrl, activeCycleALU, , Accumulator, 104921410000, 3, 0, 0, 70862248, 0, 0, 70862248, 70862248, 1, 1
T11C00_ctrl, activeCycleFPU, , Accumulator, 104921410000, 3, 0, 0, 8690000, 0, 0, 8690000, 8690000, 1, 1
T11C00_acam, energyCAM, , Accumulator, 104921410000, 3, 560728457830.182861, 7394038393441.920898, 207902720000, 0.646400, 87.552000, 0, 0, 0, 0
T11C00_acam, energyDAC, , Accumulator, 104921410000, 3, 145795348.731503, 6726672061.300043, 3160000, 46.137769, 46.137769, 0, 0, 0, 0
T11C00_acam, energySA, , Accumulator, 104921410000, 3, 14561279999.999998, 262103039999.999969, 808960000, 18.000000, 18.000000, 0, 0, 0, 0
T11C00_acam, energyPC, , Accumulator, 104921410000, 3, 11925688364.020117, 175808499092.378204, 808960000, 14.742000, 14.742000, 0, 0, 0, 0
