ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u32, SumSQ.u32, Count.u64, Min.u32, Max.u32, Sum.f64, SumSQ.f64, Min.f64, Max.f64
T42C08_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C08_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C08_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C08_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C08_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 69780367612.964874, 928784452013.349976, 0.646400, 87.552000
T42C08_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C08_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C08_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C08_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C08__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T42C09_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T42C09_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C09_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C09_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C09_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C09_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70074741450.142227, 930325185332.230835, 0.646400, 87.552000
T42C09_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C09_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C09_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C09_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C09__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T42C10_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T42C10_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C10_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C10_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C10_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C10_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70023997221.810608, 929945008604.222046, 0.646400, 87.552000
T42C10_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C10_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C10_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C10_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C10__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T42C11_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T42C11_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C11_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C11_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C11_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C11_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70150763055.267792, 930646307444.109741, 0.646400, 87.552000
T42C11_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C11_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C11_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C11_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C11__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T42C12_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T42C12_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C12_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C12_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C12_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C12_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 69993092939.282364, 929685760742.769043, 0.646400, 87.552000
T42C12_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C12_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C12_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C12_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C12__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T42C13_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T42C13_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C13_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C13_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C13_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C13_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70172487202.613403, 930851312379.588379, 0.646400, 87.552000
T42C13_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C13_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C13_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C13_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C13__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T42C14_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T42C14_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C14_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C14_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C14_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C14_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70181610974.117157, 930621357038.838135, 0.646400, 87.552000
T42C14_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C14_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C14_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C14_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C14__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T42C15_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T42C15_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T42C15_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T42C15_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T42C15_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T42C15_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70051906277.507370, 929784313054.161255, 0.646400, 87.552000
T42C15_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T42C15_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T42C15_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T42C15_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T42C15__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 10929914, 10929914, 10929914, 1, 1, 0, 0, 0, 0
T43_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 5977606, 9177606, 4377606, 1, 2, 0, 0, 0, 0
T43_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 10819813, 10819813, 10819813, 1, 1, 0, 0, 0, 0
T43_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0
T43C00_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C00_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C00_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C00_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C00_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C00_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70025425664.773499, 929759257650.098022, 0.646400, 87.552000
T43C00_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C00_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C00_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C00_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C00__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C01_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C01_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C01_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C01_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C01_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C01_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70317172968.938400, 931268932993.218140, 0.646400, 87.552000
T43C01_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C01_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C01_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C01_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C01__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C02_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C02_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C02_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C02_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C02_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C02_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70181098998.387604, 930789095159.087769, 0.646400, 87.552000
T43C02_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C02_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C02_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C02_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C02__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C03_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C03_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C03_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C03_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C03_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C03_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 69916154866.278687, 929582239670.376831, 0.646400, 87.552000
T43C03_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C03_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C03_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C03_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C03__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C04_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C04_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C04_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C04_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C04_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C04_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 69881492531.208252, 929233148748.199829, 0.646400, 87.552000
T43C04_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C04_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C04_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C04_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C04__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C05_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C05_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C05_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C05_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C05_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C05_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 69900093428.010178, 929202063368.357666, 0.646400, 87.552000
T43C05_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C05_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C05_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C05_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C05__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C06_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C06_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C06_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C06_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C06_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C06_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 69877063710.682480, 929091462645.146729, 0.646400, 87.552000
T43C06_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C06_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C06_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C06_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C06__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C07_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C07_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C07_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C07_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C07_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C07_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70153876027.013412, 930836909069.310181, 0.646400, 87.552000
T43C07_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C07_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C07_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C07_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C07__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C08_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C08_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C08_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C08_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C08_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
T43C08_acam, energyCAM, , Accumulator, 13497115000, 13, 0, 0, 26316800000, 0, 0, 70210769361.794510, 931011116071.800049, 0.646400, 87.552000
T43C08_acam, energyDAC, , Accumulator, 13497115000, 13, 0, 0, 400000, 0, 0, 18455107.434941, 851477476.084525, 46.137769, 46.137769
T43C08_acam, energySA, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1843200000.000000, 33177599999.999996, 18.000000, 18.000000
T43C08_acam, energyPC, , Accumulator, 13497115000, 13, 0, 0, 102400000, 0, 0, 1509580802.272916, 22254240198.585648, 14.742000, 14.742000
T43C08_acam, energyREG, , Accumulator, 13497115000, 13, 0, 0, 102800001, 0, 0, 4836302654.692507, 15789104824341880832.000000, 8.170000, 3973550655.999999
T43C08__mpe, activeCycle, , Accumulator, 13497115000, 13, 620000, 620000, 620000, 1, 1, 0, 0, 0, 0
T43C09_ctrl, activeCycleF, , Accumulator, 13497115000, 13, 13497115, 13497115, 13497115, 1, 1, 0, 0, 0, 0
T43C09_ctrl, activeCycleD, , Accumulator, 13497115000, 13, 13285893, 13285893, 13285893, 1, 1, 0, 0, 0, 0
T43C09_ctrl, activeCycleM, , Accumulator, 13497115000, 13, 2291726, 2291726, 2291726, 1, 1, 0, 0, 0, 0
T43C09_ctrl, activeCycleALU, , Accumulator, 13497115000, 13, 9165893, 9165893, 9165893, 1, 1, 0, 0, 0, 0
T43C09_ctrl, activeCycleFPU, , Accumulator, 13497115000, 13, 1100000, 1100000, 1100000, 1, 1, 0, 0, 0, 0
